,tweet,sarcasm,sentiment,dialect
5683,واطفال سوريا يقتلون القصف السوري الروسي مالهم نصيب تغريداتكاذا كنت فعلا الامم المتحده فلعنه الله عليكم,False,NEG,msa
5684,شاهد هزيمه مرشح اليمين المتطرف نوربرت هوفر النمسا سوريا,False,NEU,msa
5685,وصول المجموعه الاولي المهاجرين الاثيوبيين اسراءيل,False,NEU,msa
5686,رايكم خروج فيدرر نادال التوب لاول مره نهايه جيل عظيم شكرا لكم,False,NEU,msa
5687,لقد قالوا للعديد المسلمين العزاء الحسين بدعه كي يبقوا عليهم سجن الاسلام الاموي الوهابيالسعوديه الحسين,False,NEG,msa
5688,اشتقت لك البال مريت وجلست افكر فيك ادري,False,POS,msa
5689,فنون ريكي مارتن سيتزوج السوري «جوان يوسف» المزيد,False,NEU,msa
5690,يخت الرفيق طوني كاسترو,False,NEU,msa
5691,زلت ابتسم كلما تذكرت حماقٱتي السابقه ﻛتعلقي ببعض الاشخاص يستحقون مني النسيان,False,NEG,msa
5692,نقطه واقولك الافخم١الافتار ٢الهيدر ٣كلشيء,False,POS,msa
5693,لاعب نيمار يقدر برشلونه يحترم جمهوره وترك النادي احلك الظروف حفنه الدولارات وبعد انتقاله لباريس يشووح لنادي برشلونه بالعوده ندما يكن احترام لناديه ومازلتم تتحدثون الامر برشلونه ركلته خارج النادي نيمار الضحيه,True,NEG,msa
5694,اممم كيذا لغتك لاعبه فيك ياطبل طبل تنتقد وليه لان صوني عربت لنا كلام ويبي مترجم جوجل,True,NEG,gulf
5695,موغريني حل سوريه الحل السياسي,False,NEU,egypt
5696,حدث مصر عكس يقوله الكثير دليل الوعي الديموقراطي الشعب مرسي جاي بشروط واول غيرها الشعب غيره,False,POS,egypt
5697,ابراهيم عيسي سيحاكم بتهمه ازدراء الاسلام عيسي قدم فهما عميقا للدين يتوفر المرشد يزدري الاسلام يكذب ويزور ويظلم يا بديع,False,NEG,egypt
5698,الاخوان حولوني للجنايات عشان كتبت تويته المقطم باقول انتوا مش العنف بترغوا كتير ليه واتهموني بضرب بناء,True,NEG,egypt
5699,الاعلام الغربي ختم مسلم اسم ارهابي المسلم مضطر لان يثبت براءته باستمرار ضع يحسد,False,NEG,msa
5700,هات شعب يفهم مبارح كانوا قالبين الدنيا عالحكومه عشان رفع الاسعار هههههههه ناموا وانتسي الموضوع فعلا شعب لايستحق الحياه لانه كرامه ماعندهم الاردناولا فعلا,True,NEG,msa
5701,كتبت بسنت جميلبوبديلان نوبل الاغاني ادب اعتقد صعود القمر اسهل الفوز بالجاءزه,False,NEU,msa
5702,اختيار الدكتور عمرو خالد شخصيات تاثيرا العمل الاجتماعي مصر لعام,False,POS,msa
5703,يا رب لك الحمد جمعت شمل اسرتي,False,POS,msa
5704,احتمال تساقط امطار الاربعاء الطاءف طقس العرب اللهم اغثنا ☔️,False,NEU,gulf
5705,الكيان الصهيوني حكم اولمرت بالسجن لان اخد رشوه مش لان قتل مءات الجنوبيين والفلسطينيين المدنيين الابرياء,False,NEG,msa
5706,«التغير المناخي والبيءه» تنفذ مشاريع للتخلص النفايات ام القيوين ريالمدريد برشلونه,False,NEU,msa
5707,امازون تقريبا سعرها ٢٨٠,False,NEU,msa
5708,قناه يوتوب الجهر بالالحاد الحلقههل داعش تمثل الاسلام الجزءمع الملحد سامي التونسي ❤❤,False,NEU,msa
5709,قباءل بالمنطقه الغربيه ممتده لداخل العمق الليبي ومتعاطفين الاسلاميين يايدوا مبارك العسكر ثورهيناير ويمكن يلعبوا دور,False,NEU,msa
5710,اقتصادكوبا كاسترو,False,NEU,msa
5711,منانت احمد الشيخ فلسطين لاجء حقالعوده الوطنالعربي قطر,False,NEU,msa
5712,الفز عادي العبره بالشخص فليب هامند وزير نقل دفاع خارجيه والحين وزير ماليه بريطانيا,False,POS,gulf
5713,وزير الصحه لنتعاون الالتزام بالاشتراطات الصحيه حفاظا سلامه الجميع مراعاه التجمع العمليه الانتخابيه,False,NEU,msa
5714,طيبغلطت عشان مردتش وغلطت عشان بحب احافظ علاقتي انا تشابك والله فعلا القدر,False,NEU,msa
5715,اوباما وميركل يدينان الضربات الجويه حلب البيت الابيض بيان الرءيس الامريكي باراك اوباما تحدث هاتفيا,False,NEU,msa
5716,علاقه مرسي ببشار اﻷسد وحلفاءهلاحظوا التواريخحكم مرسيمصرتصوتلصالحالمشروعالروسيالسيس,False,NEU,msa
5717,الناتو يعطي الضوء الاخضر لتركيا لامتلاك منظومه دفاع جوي بعيده المدي لبنانالان,False,NEU,msa
5718,حمله هيلاري كلنتون تءكد وجود سماسره اردنيين يشترون اصوات لترامب وخصوصا باوهايو,False,NEU,msa
5719,شراء شجره عيد الميلاد عليكم معرفه الامور التاليه لتجنب الحوادث,False,NEU,egypt
5720,الشعب السعودي خزان الوقود ينتظر عود ثقاب بو عزيزي تونس وشبه مءكد الثوره بع,False,NEG,msa
5721,ارفض تماما وادين ضرب الصحفيين كنيسه السيده العذراء لاخونه الكنيسه,False,NEG,msa
5722,رجل اكرمه الله بمصاهره اكرم خلقه مرتين زهد امواله وتجارته طمعا مرضاه الله الملاءكه تستحي عثمانبنعفان رضي الله,False,POS,msa
5723,سيدي الشيخ انا اكره الارهابيين ارفض الفكر التكفيري يجعلني ارهابي والله اعلم انتهت الفتوي,False,NEG,msa
5724,علمونيكيفاحبكن رفيقا تكسر قلبا بكلمه تجرح روحا بتصرف اجعل كلماتك بلسما القلوب وعباراتك دواء للجروحوتبسم وجه عرفت تعرف,False,NEU,msa
5725,غراهام ولانكفورد تركيا تجاهلت قيمه التحالف واشنطنليفانتنيوزتركيا واشنطن,False,NEU,msa
5726,حمله سوريه لجمع تعيد ارث نوبل لالخوذ البيضاء حلب,False,NEU,msa
5727,انتم كذابون وقتله يسقط حكم العسكر هتاف رج قاعه جامعه سواس بدا النبوي اوفده الانقلاب لتحسين صورته لندن وطردوه القاعه,False,NEG,msa
5728,مش طالبه هاري بوتر قسما بالله,True,NEU,egypt
5729,يبدو المنازل ستصبح ذكيه الاخري تقدمه لك غوغل لتحصل الميزه الحديثه,False,NEU,msa
5730,الفنانه القديره حياه الفهدفي مشهد درامي فيلم هاريبوتر,False,NEU,msa
5731, منتقدين هاري بوتر شافوه وال مجرد حشرات يستطيع شي تطهيرها,True,NEG,gulf
5732,اوغلو بيت الوسط الادلاء باي تصريح,False,NEU,msa
5733,انتخبواالعرص المفوضيه الافريقيه تقبل دعوي ترفض احكام اعدام بمصر مصر,True,NEG,msa
5734,كيري انت عديم فاءده ولاانسانيه ولاضمير لكالعدوانالسعوديعلياليمنيومالطفلالعالمي,True,NEG,msa
5735, حملتها والله حلوه❤️ انصحكم وقت الطفش تفك ازمه صراحه,False,POS,egypt
5736,تعزيز التعاونالاقتصادي الصين وتجديد الدعوه ردع اسراءيل السعوديه,False,NEU,msa
5737,اليومعرض فيلم البرالتاني مهرجانالقاهرهالسينماءي لمناقشه الهجره غيرالشرعيهواقبال جماهيري التذاكرللمز,False,NEU,msa
5738,قسم بالله محتاجه ايفون تكفين ملاك الله يخليك شوفي حسابي,False,NEU,gulf
5739,ويين المطيعهه الذليله ابي تدخل خاص وتنبح علمونيكيفاحب,False,NEG,gulf
5740,لميسالحديديوجود الفنانه سماالمصري مهرجانالقاهرهالسينماءي سبب جدلا واسعاواري صخب بلا داعي سخيفا الاوقات,True,NEG,msa
5741,مصر ستبقيحلب,False,NEG,msa
5742,دونالد ترمب حقق هدفه بالعوده اسبوع صعب ومصيري قويامرشح يقود تياراله مصداقيته لتحقيق التغيير تاقت اميرك,False,NEU,msa
5743,امازون بدات بتحويل كثير المنتجات منتجات حصريه لمشتركي خدمه برايم خدمه ب للسنه,False,NEU,msa
5744,المرصد المعارض الجيشالسوري يتقدم القسم الجنوبي احياء حلب الشرقيه ويسيطر منطقه المعصرانيه وعلي الاطراف الشرقيه حي باب النيرب,False,NEU,msa
5745,ابل تكسب معركه قضاءيه سامسونغ,False,NEU,msa
5746,عناد ميشال عون الشرس ووفاء السيد حسن وحنكه جعجع بس يللي ساعدو العماد عون يجي رءيسبس اكيد اكيد ساعدت المصالحه المسيحيه مشكور موت,False,POS,levant
5747, عربي رايتس ووتش تكشف تنتزع الصين اعترافات المعتقلينرابط بديل,False,NEU,msa
5748,جانب ايجابي لترشح دونالد ترامب فسيكون ابطال القناعه العربيه السطحيه تقول مرشحي الحزبين شء,True,NEG,msa
