token,frequency,token_preprocessed
تدور,20,تدور
فتنه,19,فتنه
مابعد,12,مابعد
تارسين,2,تارسين
متبقية,4,متبقية
احفوريات,2,احفوريات
عفن,3,عفن
ومضمونا,2,ومضمونا
وهجومة,1,وهجومة
يتمادى,1,يتمادى
وبزعمة,1,وبزعمة
أنة,3,أنة
اعلاميين,2,اعلاميين
قطريين,1,قطريين
محاصرهم,1,محاصرهم
ومسبب,1,ومسبب
وغنى,1,وغنى
مشاركاته,1,مشاركاته
شرفونا,1,شرفونا
بمتابعته,1,بمتابعته
بشوف,11,بشوف
بفتكر,4,بفتكر
للاكل,1,للاكل
محسوب,4,محسوب
المؤسسه,1,المؤسسه
العسكريه,7,العسكريه
وشخصيه,1,وشخصيه
مرفوضه,2,مرفوضه
ومهما,6,ومهما
يلب,3,يلب
الاذاعة,2,الاذاعة
الصباحية,2,الصباحية
بنداري,2,بنداري
كفرت,2,كفرت
نسوا,5,نسوا
وريع,1,وريع
حفلاتها,1,حفلاتها
للبلد,17,للبلد
وصنافيرحلايب,1,وصنافيرحلايب
وشلاتينامبابه,1,وشلاتينامبابه
وبشتيلوراق,1,وبشتيلوراق
وبراجيلبريل,1,وبراجيلبريل
وبرسيلطوبه,1,وبرسيلطوبه
وامشيرشهيق,1,وامشيرشهيق
وزفيربق,1,وزفيربق
ومناخيرهناء,1,ومناخيرهناء
وشريناخوان,1,وشريناخوان
وسلفيينبرادعي,1,وسلفيينبرادعي
يايونس,1,يايونس
الخيريسبعه,1,الخيريسبعه
للجمعيات,1,للجمعيات
الخيريه,1,الخيريه
بالشمالالله,1,بالشمالالله
لاتخشي,1,لاتخشي
دوشه,2,دوشه
وبتلف,1,وبتلف
سيعودهولاء,1,سيعودهولاء
وخططوا,1,وخططوا
والنهضه,3,والنهضه
وسددوا,1,وسددوا
فواتير,4,فواتير
عروشهم,6,عروشهم
باعتلي,2,باعتلي
لواحد,7,لواحد
اقرع,2,اقرع
روبينهو,2,روبينهو
مهاري,2,مهاري
يجيو,2,يجيو
جمبه,2,جمبه
خبرها,1,خبرها
يقابل,11,يقابل
ووقتها,2,ووقتها
مكنتش,12,مكنتش
مصدقاه,1,مصدقاه
شيفاه,1,شيفاه
اعلامى,4,اعلامى
وهيفضل,3,وهيفضل
أنضف,2,أنضف
والنقطة,1,والنقطة
المختل,3,المختل
وأولاده,2,وأولاده
وأتباعه,1,وأتباعه
التويجري,5,التويجري
طيارا,1,طيارا
وخبير,1,وخبير
بالمعدل,1,بالمعدل
هينافس,1,هينافس
حابب,5,حابب
ابسط,3,ابسط
ماناس,1,ماناس
شايفاها,1,شايفاها
داسه,1,داسه
القطر,3,القطر
وفرمه,1,وفرمه
بيفكروا,2,بيفكروا
طيزهم,1,طيزهم
اعطئ,1,اعطئ
أتهمت,1,أتهمت
بتأجيجهم,2,بتأجيجهم
ومساندتهم,2,ومساندتهم
عجباه,1,عجباه
بشوفه,1,بشوفه
تلقائيا,2,تلقائيا
وليش,10,وليش
أجبته,3,أجبته
بالاستبداد,3,بالاستبداد
خشمك,4,خشمك
بكيفك,1,بكيفك
وبلط,1,وبلط
الإسلاميةنص,1,الإسلاميةنص
ابوالوليد,2,ابوالوليد
المبارة,7,المبارة
والرابع,3,والرابع
لفريقة,1,لفريقة
ليصل,6,ليصل
النقطة,3,النقطة
خلصنه,1,خلصنه
باسبيل,1,باسبيل
واتكملة,1,واتكملة
لحملها,2,لحملها
يحاصرون,1,يحاصرون
حرمي,1,حرمي
حلغي,1,حلغي
lol,8,lol
بيكلم,4,بيكلم
كوكي,2,كوكي
يقولها,8,يقولها
الغالب,2,الغالب
هتطلعيها,1,هتطلعيها
احدد,1,احدد
بيتخانقوا,1,بيتخانقوا
بالتزاماتها,1,بالتزاماتها
مرسال,3,مرسال
لوأد,6,لوأد
HD720P,6,HD720P
سميته,1,سميته
فالثورات,1,فالثورات
نكبة,2,نكبة
يحدثنا,1,يحدثنا
مصائب,3,مصائب
تكتم,2,تكتم
يحظى,8,يحظى
بقبول,2,بقبول
وعند,7,وعند
ليتحدث,3,ليتحدث
وقضاءه,1,وقضاءه
الفاسده,2,الفاسده
بامره,1,بامره
جدك,5,جدك
مياة,9,مياة
باليمنوبائعه,1,باليمنوبائعه
تين,1,تين
وكسم,1,وكسم
دعمة,3,دعمة
لاهم,1,لاهم
يكملو,1,يكملو
ولاهم,2,ولاهم
يطلعو,1,يطلعو
مدعومة,4,مدعومة
بالإعلام,2,بالإعلام
العنابي,2,العنابي
الأولمبي,2,الأولمبي
ابتكارات,1,ابتكارات
صوفيا,5,صوفيا
واشياء,1,واشياء
ولايصرح,1,ولايصرح
بالسياسه,3,بالسياسه
وايام,3,وايام
سيتولى,1,سيتولى
يتطلع,1,يتطلع
لغيره,6,لغيره
ديمقراطى,1,ديمقراطى
موضه,5,موضه
دقه,2,دقه
والنبي,9,والنبي
ياعبده,4,ياعبده
٣٠,6,٣ ٠
مدعو,2,مدعو
واسألوا,1,واسألوا
شبابكم,1,شبابكم
وفودكم,1,وفودكم
واتمني,2,واتمني
وصلتكم,1,وصلتكم
واقابلكم,1,واقابلكم
أمسك,3,أمسك
الخشب,1,الخشب
touch,2,touch
wood,1,wood
الخناجر,1,الخناجر
الخسيس,3,الخسيس
لساها,37,لساها
لصلاح,8,لصلاح
وسلبي,2,وسلبي
استفادة,1,استفادة
ومستشارها,1,ومستشارها
وأصدقائها,1,وأصدقائها
الشريفه,1,الشريفه
والعثماني,1,والعثماني
وصي,1,وصي
غيابات,1,غيابات
بتابع,2,بتابع
كتاباتك,1,كتاباتك
ساذج,1,ساذج
ومعدوم,1,ومعدوم
الرؤيه,1,الرؤيه
مدرك,2,مدرك
اسطر,1,اسطر
بلاء,4,بلاء
تكثروا,1,تكثروا
حزي,1,حزي
بثمانون,1,بثمانون
وسق,2,وسق
بسنه,2,بسنه
امتطى,1,امتطى
واعتلي,1,واعتلي
يزع,1,يزع
باالسلطان,1,باالسلطان
مالايزع,1,مالايزع
باالقران,1,باالقران
هدافو,5,هدافو
السهلاوي,49,السهلاوي
يالخلوق,1,يالخلوق
واقولك,3,واقولك
لاتحجب,1,لاتحجب
يوفقك,8,يوفقك
القنو,1,القنو
ميعاد,11,ميعاد
وتداعياتها,3,وتداعياتها
السطح,4,السطح
تعنت,3,تعنت
متبني,1,متبني
الاساءة,2,الاساءة
لولاة,1,لولاة
امرنا,3,امرنا
المتمسك,1,المتمسك
بقيادته,2,بقيادته
بالتظاهر,3,بالتظاهر
فصارو,1,فصارو
بالتجنيس,1,بالتجنيس
الديموغرافية,1,الديموغرافية
رغبتهم,2,رغبتهم
ارفق,1,ارفق
للفقيه,1,للفقيه
بتجنيسهم,1,بتجنيسهم
الدكروري,3,الدكروري
هيترافع,1,هيترافع
جارية,3,جارية
العالمحاسب,1,العالمحاسب
الصادق,10,الصادق
ينتظره,1,ينتظره
يكافح,2,يكافح
جزاكم,1,جزاكم
والمليارات,1,والمليارات
المهدره,1,المهدره
عاله,2,عاله
الميزانيه,1,الميزانيه
هيات,1,هيات
يتفقدان,1,يتفقدان
القاعات,2,القاعات
وراديو,1,وراديو
نيوزمرتضى,1,نيوزمرتضى
لاعيبة,4,لاعيبة
زمت,1,زمت
MUSIC,1,MUSIC
TONE,1,TONE
درار,3,درار
مرمي,14,مرمي
الذكر,5,الذكر
مرماهم,4,مرماهم
الجهة,3,الجهة
العكسية,2,العكسية
رتب,2,رتب
الرطب,2,الرطب
ترقية,3,ترقية
وتكليفه,3,وتكليفه
واللاعب,2,واللاعب
الهدفين,5,الهدفين
احرزهم,1,احرزهم
علياء,6,علياء
قلعت,2,قلعت
عريانة,2,عريانة
تحوير,1,تحوير
تخصنا,2,تخصنا
هزه,5,هزه
النماص,1,النماص
انظرو,1,انظرو
انهو,1,انهو
يمسلم,1,يمسلم
مصارعه,1,مصارعه
تفليم,1,تفليم
يوليه,1,يوليه
الجدعة,2,الجدعة
العدلي,5,العدلي
مدام,2,مدام
لمكتب,3,لمكتب
ساره,4,ساره
الخزنه,1,الخزنه
ويعدين,1,ويعدين
يمضيلي,1,يمضيلي
ياحيوانات,1,ياحيوانات
هتفتحوه,1,هتفتحوه
للارف,1,للارف
ماقاله,6,ماقاله
ويفعل,3,ويفعل
بالسوشيال,1,بالسوشيال
علشانه,2,علشانه
ممتع,5,ممتع
أعشقه,1,أعشقه
ويحبه,1,ويحبه
لأخلاقه,1,لأخلاقه
وعلمه,2,وعلمه
الغزيى,1,الغزيى
ويتم,10,ويتم
يدربون,1,يدربون
ماحالفهم,1,ماحالفهم
إعفاء,3,إعفاء
اللاتينية,3,اللاتينية
فالنهاية,2,فالنهاية
بهرجة,1,بهرجة
وزيادة,6,وزيادة
الدعاوي,2,الدعاوي
نسمعها,1,نسمعها
للمواطن,7,للمواطن
الباقية,2,الباقية
تجنيس,3,تجنيس
خواجات,1,خواجات
دعاوب,1,دعاوب
للمستعرب,1,للمستعرب
وامي,2,وامي
يانتاج,1,يانتاج
السيسياوي,1,السيسياوي
ثانوي,1,ثانوي
ترليون,5,ترليون
بالفصل,2,بالفصل
ينجحله,1,ينجحله
المقاصد,1,المقاصد
رايهم,1,رايهم
لاخوان,2,لاخوان
هدر,5,هدر
معرضين,5,معرضين
أتصرف,1,أتصرف
بثير,1,بثير
حواليا,1,حواليا
أخرجت,6,أخرجت
الكنيف,1,الكنيف
والذكاء,5,والذكاء
تآمروا,2,تآمروا
بمراحل,3,بمراحل
اكاد,2,اكاد
واقولها,1,واقولها
فتيل,9,فتيل
بمجملها,1,بمجملها
الفتره,9,الفتره
مفهوش,4,مفهوش
رووح,1,رووح
إنفوجراف,3,إنفوجراف
ستوريدج,4,ستوريدج
بجمهورية,1,بجمهورية
واس,11,واس
ياويسخ,1,ياويسخ
الصراصير,1,الصراصير
السيسياوية,2,السيسياوية
البلاغات,1,البلاغات
وجابت,1,وجابت
1332,2,1332
العزيزإيه,7,العزيزإيه
لأمناء,1,لأمناء
جرينتش,5,جرينتش
X,11,X
معندكوش,1,معندكوش
رائيك,2,رائيك
تدري,13,تدري
الارجنتبن,2,الارجنتبن
تعتقدون,2,تعتقدون
هههههوانا,1,هههههوانا
ستدخلين,2,ستدخلين
تأييدا,3,تأييدا
تقولين,4,تقولين
أقصد,9,أقصد
هدرا,2,هدرا
وتردد,4,وتردد
اولاا,1,اولاا
الاطماع,2,الاطماع
الستينات,6,الستينات
بثورات,15,بثورات
براميل,3,براميل
الخلايجه,2,الخلايجه
مرحلتين,2,مرحلتين
أقليمية,1,أقليمية
وأيام,3,وأيام
بعدالانقلاب,1,بعدالانقلاب
أهدر,2,أهدر
وسيادتها,1,وسيادتها
سدالنهضة,1,سدالنهضة
حاربوازمه,1,حاربوازمه
بسمرات,1,بسمرات
نشرتها,4,نشرتها
المسقبل,1,المسقبل
يذكرنى,2,يذكرنى
والعقيدة,1,والعقيدة
الأشعرية,1,الأشعرية
العدوي,3,العدوي
لعلا,5,لعلا
وحسام,6,وحسام
freeolaandhosam,5,freeolaandhosam
الوعى,2,الوعى
الاقصي,3,الاقصي
اركب,3,اركب
ودلدل,1,ودلدل
صلوحة,1,صلوحة
ضهرك,3,ضهرك
لعيب,3,لعيب
فالعالم,6,فالعالم
ربول,3,ربول
الأمرمع,1,الأمرمع
عمه,14,عمه
وخالد,15,وخالد
يتضح,4,يتضح
بأنباء,1,بأنباء
مؤكده,3,مؤكده
المؤكد,6,المؤكد
تتوشح,4,تتوشح
والزي,3,والزي
بالقوات,3,بالقوات
الخاصه,12,الخاصه
ملكية,9,ملكية
إقطاعي,2,إقطاعي
باتفرج,2,باتفرج
فريقين,3,فريقين
وأسينسيو,2,وأسينسيو
امبراطورية,1,امبراطورية
931912472101040128,1,931912472101040128
يتعالج,2,يتعالج
930064302744141826,1,930064302744141826
بيمثل,5,بيمثل
وحبس,2,وحبس
واعدام,2,واعدام
واختفاء,3,واختفاء
926967074441834496,1,926967074441834496
كاراجر,1,كاراجر
928543211215130627,1,928543211215130627
280,7,280
ينسيك,2,ينسيك
930066030856211968,1,930066030856211968
929037225588936704,1,929037225588936704
أبكت,1,أبكت
نابغة,2,نابغة
بوجودي,4,بوجودي
مقصد,1,مقصد
سياحى,3,سياحى
معجبة,1,معجبة
الجلسات,9,الجلسات
النقاشية,1,النقاشية
فاتت,10,فاتت
أنتصارات,1,أنتصارات
ومعلومة,1,ومعلومة
نظلمش,1,نظلمش
بأسهل,1,بأسهل
كآس,5,كآس
قاصد,6,قاصد
هرج,3,هرج
ومها,1,ومها
الأثيوبى,1,الأثيوبى
بطمنكم,1,بطمنكم
يمس,7,يمس
waters,2,waters
are,4,are
debatable,1,debatable
Egyptians,1,Egyptians
sure,1,sure
no,3,no
one,2,one
can,1,can
الاقامة,3,الاقامة
الجبرية,6,الجبرية
وانجازاته,13,وانجازاته
مركبه,4,مركبه
جزمه,4,جزمه
دماغها,2,دماغها
والشراب,2,والشراب
مغطي,3,مغطي
طموحه,2,طموحه
الآخري,1,الآخري
هامشية,3,هامشية
هنتكلم,1,هنتكلم
الاصعب,1,الاصعب
متاهلتش,1,متاهلتش
لايحة,1,لايحة
متأهلة,4,متأهلة
اللايحة,2,اللايحة
بكرر,1,بكرر
راسهم,4,راسهم
قياسك,4,قياسك
منهجية,4,منهجية
سطحية,4,سطحية
مفكري,4,مفكري
باحمد,3,باحمد
وصفكم,4,وصفكم
ولأبيه,4,ولأبيه
بمخاليع,4,بمخاليع
وفلول,6,وفلول
والمدى,4,والمدى
وبه,7,وبه
تقاس,4,تقاس
أعمار,4,أعمار
٨٠,3,٨ ٠
بوعزيزي,2,بوعزيزي
فأي,5,فأي
بمنتحر,1,بمنتحر
واحرقت,1,واحرقت
كلنوا,1,كلنوا
مستنين,1,مستنين
يرجعوا,10,يرجعوا
الاثار,9,الاثار
يريت,1,يريت
الهناك,1,الهناك
اوك,6,اوك
افكرك,2,افكرك
الشوبكي,2,الشوبكي
وكثير,2,وكثير
وخنقة,1,وخنقة
ويسامح,1,ويسامح
خلفوا,1,خلفوا
ابنهم,2,ابنهم
نعيله,1,نعيله
هتروحوا,1,هتروحوا
وهياخد,1,وهياخد
ونستريح,2,ونستريح
بمناسبه,3,بمناسبه
هيزيع,1,هيزيع
كرهني,1,كرهني
والكوره,1,والكوره
وكرهني,1,وكرهني
توضيح,7,توضيح
شالها,4,شالها
فرادا,1,فرادا
توحدوا,2,توحدوا
اساسى,2,اساسى
تنشط,1,تنشط
جاهدة,2,جاهدة
والكامعين,1,والكامعين
ويساعدهم,1,ويساعدهم
حدوا,1,حدوا
أرتضى,1,أرتضى
والخيانه,6,والخيانه
الحليسقط,1,الحليسقط
رشح,1,رشح
هكون,1,هكون
مخافش,1,مخافش
ويرفع,4,ويرفع
المدفون,1,المدفون
الأولي,9,الأولي
طعنها,3,طعنها
اصنام,3,اصنام
ستذبح,9,ستذبح
بقوتها,4,بقوتها
CC,8,CC
ARS,7,ARS
السبسي,6,السبسي
ابشروا,9,ابشروا
التوأم,3,التوأم
لتوجيهات,2,لتوجيهات
عجبه,2,عجبه
العالمحلو,1,العالمحلو
الجزمة,5,الجزمة
واوو,1,واوو
شرير,1,شرير
ناظر,1,ناظر
الحربه,1,الحربه
مكتشف,3,مكتشف
أفخم,2,أفخم
ياجمالك,1,ياجمالك
حاكموا,4,حاكموا
عبدالوهاب,15,عبدالوهاب
كسبانه,1,كسبانه
تنحي,5,تنحي
كملنا,5,كملنا
وعايزيين,1,وعايزيين
ماسلموهاش,1,ماسلموهاش
هنديهم,1,هنديهم
يسلموها,1,يسلموها
اخنا,1,اخنا
اينعم,1,اينعم
استغلنا,1,استغلنا
يوقعهم,1,يوقعهم
وقعناهم,1,وقعناهم
والسلف,5,والسلف
التزمتم,4,التزمتم
بالسنة,8,بالسنة
فقيض,4,فقيض
بيونكم,4,بيونكم
ربح,9,ربح
وغيركم,4,وغيركم
للخنزيرة,1,للخنزيرة
العامنحن,1,العامنحن
تام,12,تام
بحكمة,7,بحكمة
سيادتكم,2,سيادتكم
نسور,30,نسور
قاسيون,2,قاسيون
زاهى,3,زاهى
