Unnamed: 0,Arabic Term,Positive Count,Negative Count,Buckwalter index,Sentiment Score
48441,فيصل,164,73,fySl,-0.815
48442,يونايتد,39,12,ywnAytd,-0.493
48443,ثمن,383,28,vmn,0.9670000000000001
48444,تقاسم,22,0,tqAsm,1.5190000000000001
48445,عالمي,350,149,EAlmy,-0.7659999999999999
48446,سطر,131,38,sTr,-0.397
48447,ايتن,5,0,Aytn,0.175
48448,retweeet,8,0,retweeet,0.581
48449,مزعلك,7,3,mzElk,-0.9229999999999999
48450,خائب,70,8,xA}b,0.449
48451,حران,9,2,HrAn,-0.413
48452,"داعش """,12,0,"dAE$""",0.948
48453,هينفع,9,0,hynfE,0.6859999999999999
48454,وخايف,6,0,wxAyf,0.32899999999999996
48455,انااا,9,13,AnAAA,-1.953
48456,اختيار,267,25,{xtyAr,0.716
48457,انحرف,6,3,{nHrf,-1.057
48458,هييجي,5,1,hyyjy,-0.518
48459,فهد _ الكندري,5,0,fhd_Alkndry,0.175
48460,سعات,5,7,sEAt,-1.9040000000000001
48461,خيل,90,28,xyl,-0.473
48462,تاكد,175,39,tAkd,-0.135
48463,سرر,6,0,srr,0.32899999999999996
48464,بدين,27,3,bdyn,0.32899999999999996
48465,بقلاوة _ ريم _ من _ اسطنبول,6,2,bqlAwp_rym_mn_AsTnbwl,-0.769
48466,green,7,0,green,0.46299999999999997
48467,اجاع,5,7,AjAE,-1.9040000000000001
48468,تادية,7,11,tAdyp,-2.022
48469,جلب,200,28,jlb,0.319
48470,( فكيف,12,1,(fkyf,0.255
48471,تغلغل,7,0,tglgl,0.46299999999999997
48472,اختلاط,14,10,{xtlAT,-1.306
48473,mind,5,0,mind,0.175
48474,هيسيبك,20,2,hysybk,0.32899999999999996
48475,quraan ' s,8,0,quraan's,0.581
48476,خطب,21,11,xTb,-1.01
48477,مخزي,52,7,mxzy,0.27399999999999997
48478,ارشد,53,1,Ar$d,1.679
48479,بريتويت,6,0,brytwyt,0.32899999999999996
48480,cream,5,0,cream,0.175
48481,! ! !,601,239,!!!,-0.6970000000000001
48482,مزاجي,31,40,mzAjy,-1.864
48483,مبتعثه,6,0,mbtEvh,0.32899999999999996
48484,زورو,0,19,zwrw,-4.612
48485,سجن _ النسا,8,3,sjn_AlnsA,-0.8059999999999999
48486,وحشتوني,7,1,wH$twny,-0.23
48487,بياكل,6,2,byAkl,-0.769
48488,الاجازة _ باختصار,5,0,AlAjAzp_bAxtSAr,0.175
48489,انضباط,4,6,{nDbAT,-1.953
48490,وبيلف,0,5,wbylf,-3.408
48491,hxh,0,52,hxh,-5.587000000000001
48492,icu - 9,5,0,icu-9,0.175
48493,كشف _ هويات _ كلاب _ المباحث,6,6,k$f_hwyAt_klAb_AlmbAHv,-1.617
48494,اسوا,144,60,AswA,-0.7509999999999999
48495,النزهة,6,0,Alnzhp/,0.32899999999999996
48496,( فوالذي,5,0,(fwAl*y,0.175
48497,جوليا _ بطرس,9,0,jwlyA_bTrs,0.6859999999999999
48498,( ultrasmekamlen,0,7,(ultrasmekamlen,-3.696
48499,بخس,8,4,bxs,-1.0290000000000001
48500,امازون,52,0,AmAzwn,2.354
48501,تشكر,9,0,t$kr,0.6859999999999999
48502,الحب _ دعاء,12,0,AlHb_dEA',0.948
48503,لترطيب,9,0,ltrTyb,0.6859999999999999
48504,قروب _ فدك,10,0,qrwb_fdk,0.7809999999999999
48505,يديعوت,185,1,ydyEwt,2.9160000000000004
48506,يخربيت,10,4,yxrbyt,-0.828
48507,تجزئة,8,1,tjz}p,-0.11199999999999999
48508,مطيري,28,7,mTyry,-0.32899999999999996
48509,mp,7,0,mp,0.46299999999999997
48510,فرح,3614,235,frH,1.112
48511,محمد _ مرسي,8,10,mHmd_mrsy,-1.817
48512,لويز,1,5,lwyz,-2.715
48513,دافي,6,0,dAfy,0.32899999999999996
48514,نز,31,3,nz,0.46299999999999997
48515,اجاب,579,99,AjAb,0.141
48516,والسرورذ,6,0,wAlsrwr*,0.32899999999999996
48517,شوكلاته,11,1,$wklAth,0.175
48518,اميل,25,0,Amyl,1.642
48519,تعريفي,15,2,tEryfy,0.057
48520,بتجيب,15,5,btjyb,-0.636
48521,زلاي,6,0,zlAy,0.32899999999999996
48522,صراح,24,16,SrAH,-1.2309999999999999
48523,"للمكروهين ,",5,0,"llmkrwhyn,",0.175
48524,عايشيين,5,0,EAy$yyn,0.175
48525,شك,217,47,$k,-0.10300000000000001
48526,طاولة,42,6,TAwlp,0.19899999999999998
48527,طرا,5,1,TrA,-0.518
48528,عنيكو,5,0,Enykw,0.175
48529,السما,81,11,AlsmA,0.305
48530,الكو,5,2,Alkw,-0.9229999999999999
48531,حياء,95,11,HyA',0.46299999999999997
48532,حزمة,7,0,Hzmp,0.46299999999999997
48533,خودنويس,2,17,xwdnwys,-3.408
48534,زيات,10,0,zyAt,0.7809999999999999
48535,صعلوك,16,4,SElwk,-0.39299999999999996
48536,orgs,26,0,orgs,1.679
48537,قافل,16,4,qAfl,-0.39299999999999996
48538,وثمود,7,2,wvmwd,-0.636
48539,بكت,16,0,bkt,1.217
48540,حدوث,80,12,Hdwv,0.213
48541,معلش,34,20,mEl$,-1.1059999999999999
48542,aswxor,12,0,aswxor,0.948
48543,عج,29,2,Ej,0.6859999999999999
48544,"وارحمني ,",23,0,"wArHmny,",1.561
48545,لي,6485,2242,ly,-0.555
48546,بدري,57,13,bdry,-0.195
48547,"سهلا ,",10,0,"shlA,",0.7809999999999999
48548,شهاب,45,3,$hAb,0.826
48549,ندا,6,1,ndA,-0.364
48550,طقم _ سبع _ قطع,5,0,Tqm_sbE_qTE,0.175
48551,اللادستورية,0,7,AllAdstwryp,-3.696
48552,fox,31,1,fox,1.156
48553,ابومتعب,6,0,AbwmtEb,0.32899999999999996
48554,قصيم,419,675,qSym,-2.092
48555,كشور,24,1,k$wr,0.909
48556,بروفايل,5,4,brwfAyl,-1.4340000000000002
48557,هياط,17,13,hyAT,-1.365
48558,قت,193,47,qt,-0.22
48559,تنسيق,131,24,tnsyq,0.047
48560,منافق,193,117,mnAfq,-1.119
48561,سرح,44,4,srH,0.581
48562,تهدم,21,0,thdm,1.474
48563,تفوووو,4,14,tfwwww,-2.715
48564,معجب,44,9,mEjb,-0.11199999999999999
48565,جيته,5,1,jyth,-0.518
48566,مضر,37,4,mDr,0.41200000000000003
48567,الرازقين,26,0,AlrAzqyn,1.679
48568,بدؤنك,6,0,bdWnk,0.32899999999999996
48569,حمود _ الطيار,0,5,Hmwd_AlTyAr,-3.408
48570,permalink,0,7,permalink,-3.696
48571,شعبان,153,4,$EbAn,1.811
48572,"الثواب ,",9,0,"AlvwAb,",0.6859999999999999
48573,لفظ,90,12,lfZ,0.32899999999999996
48574,لك _ جنة,11,0,lk_jnp,0.868
48575,يستحق _ المتابعة,13,8,ystHq_AlmtAbEp,-1.175
48576,ماليش,16,2,mAly$,0.11800000000000001
48577,فضائي,73,9,fDA}y,0.385
48578,killing,5,0,killing,0.175
48579,براية,10,0,brAyp,0.7809999999999999
48580,نذير,18,0,n*yr,1.328
48581,لح,11,0,lH,0.868
48582,ستايلش,11,0,stAyl$,0.868
48583,متزعلش,20,8,mtzEl$,-0.769
48584,سفي,6,0,sfy,0.32899999999999996
48585,بيقوله,8,0,byqwlh,0.581
48586,"للنفس ,",6,0,"llnfs,",0.32899999999999996
48587,اندلسي,14,0,Andlsy,1.091
48588,هنا ?,5,1,hnA?,-0.518
48589,مؤسف,49,16,mWsf,-0.5379999999999999
48590,لهو,30,1,lhw,1.124
48591,شبه,124,41,$bh,-0.526
48592,عماا,7,0,EmAA,0.46299999999999997
48593,تطابق,7,0,tTAbq,0.46299999999999997
48594,فاشي,11,5,fA$y,-0.9229999999999999
48595,كينغ,15,2,kyng,0.057
48596,غزلان,12,0,gzlAn,0.948
48597,لامجيب,5,0,lAmjyb,0.175
48598,قليوبي,8,0,qlywby,0.581
48599,blessings,5,0,blessings,0.175
48600,"رمضان ,",41,2,"rmDAn,",1.022
48601,انخرط,6,0,{nxrT,0.32899999999999996
48602,امام,1553,207,AmAm,0.39399999999999996
48603,اثني,69,1,Avny,1.939
48604,],2173,255,],0.523
48605,جزئي,14,2,jz}y,-0.006999999999999999
48606,محمد _ ع,8,0,mHmd_E,0.581
48607,; ; ),13,1,;;),0.32899999999999996
48608,بخيت,7,5,bxyt,-1.329
48609,مطبات 9,6,0,mTbAt9,0.32899999999999996
48610,هالموسم,6,0,hAlmwsm,0.32899999999999996
48611,بيحكم,9,3,byHkm,-0.7
48612,ادعيه _ واذكار,50,0,AdEyh_wA*kAr,2.315
48613,حشودات,188,4,H$wdAt,2.016
48614,تلا,107,24,tlA,-0.153
48615,انستابوح,5,0,AnstAbwH,0.175
48616,عجب,549,44,Ejb,0.887
48617,غزة _ _ تحت _ القصف,48,0,gzp__tHt_AlqSf,2.275
48618,دعاء _ لربي,45,0,dEA'_lrby,2.2119999999999997
48619,طرطور,3,43,TrTwr,-4.013999999999999
48620,ثغرة,39,10,vgrp,-0.326
48621,االماضي,9,0,AAlmADy,0.6859999999999999
48622,رحال,19,5,rHAl,-0.413
48623,صفاء,138,1,SfA',2.625
48624,لفافة,6,0,lfAfp,0.32899999999999996
48625,زياد _ فهيد,0,7,zyAd_fhyd,-3.696
48626,اجنبي,234,43,Ajnby,0.059000000000000004
48627,"نقي ,",5,0,"nqy,",0.175
48628,""" لواء",18,0,"""lwA'",1.328
48629,زهراء,23,1,zhrA',0.868
48630,عدنان,23,2,EdnAn,0.46299999999999997
48631,عثيمين,83,23,Evymyn,-0.364
48632,توغل,101,5,twgl,1.217
48633,road,9,2,road,-0.413
48634,سخر,350,22,sxr,1.109
48635,يبون,7,18,ybwn,-2.4819999999999998
48636,صداق,62,2,SdAq,1.4280000000000002
48637,راحهه,13,0,rAHhh,1.022
48638,انمحي,9,0,{nmHy,0.6859999999999999
48639,زايد,222,106,zAyd,-0.882
48640,bazaar,5,0,bazaar,0.175
48641,مغضوب,14,1,mgDwb,0.39799999999999996
48642,مجني,5,2,mjny,-0.9229999999999999
48643,بيطلع,10,20,byTlE,-2.263
48644,ال 9,98,28,Al9,-0.389
48645,ارثي,15,2,Arvy,0.057
48646,we,48,2,we,1.177
48647,القرطاس _ نيوز,5,2,AlqrTAs_nywz,-0.9229999999999999
48648,هون,221,17,hwn,0.8959999999999999
48649,حضرة,64,27,HDrp,-0.774
48650,مستقر,70,13,mstqr,0.006999999999999999
48651,جمعه _ مباركه,5,2,jmEh_mbArkh,-0.9229999999999999
48652,ادهم,8,5,Adhm,-1.2109999999999999
48653,تعطير,16,0,tETyr,1.217
48654,انتظرهه,9,0,AntZrhh,0.6859999999999999
48655,لاوعي,5,1,lAwEy,-0.518
48656,بيدج,5,1,bydj,-0.518
48657,معمل,32,4,mEml,0.271
48658,( اولم,11,1,(Awlm,0.175
48659,six,11,0,six,0.868
48660,عس,21,8,Es,-0.723
48661,بوسي,7,1,bwsy,-0.23
48662,مرتااح,7,3,mrtAAH,-0.9229999999999999
48663,غرد _ بشيء _ يرضي _ الله,5,0,grd_b$y'_yrDy_Allh,0.175
48664,قروب _ شعر,16,1,qrwb_$Er,0.524
48665,goodmorning,24,0,goodmorning,1.6019999999999999
48666,وبخ,6,0,wbx,0.32899999999999996
48667,حلل,80,7,Hll,0.698
48668,الدعيه,5,0,AldEyh,0.175
48669,المحكمة _ العامة,9,0,AlmHkmp_AlEAmp,0.6859999999999999
48670,حلوة,100,9,Hlwp,0.696
48671,صلوا _ علي _ رسول _ الله,13,0,SlwA_Ely_rswl_Allh,1.022
48672,شرعية,19,11,$rEyp,-1.1059999999999999
48673,صج,21,11,Sj,-1.01
48674,رحيم ),16,1,rHym),0.524
48675,هالدنيا,19,2,hAldnyA,0.281
48676,gazaunderfire,14,2,gazaunderfire,-0.006999999999999999
48677,نادر,170,24,nAdr,0.306
48678,"علمتني ,",15,0,"Elmtny,",1.156
48679,قاعدة,411,77,qAEdp,0.048
48680,ربه ),6,0,rbh),0.32899999999999996
48681,كعبي,13,1,kEby,0.32899999999999996
48682,طناخه,3,8,TnAxh,-2.427
48683,شاء,1090,131,$A',0.495
48684,عاذ,1569,40,EA*,2.029
48685,لاك,17,7,lAk,-0.8059999999999999
48686,فلسطين,2974,228,flsTyn,0.948
48687,عمة,36,30,Emp,-1.44
48688,ناظم,8,1,nAZm,-0.11199999999999999
48689,بذيء,6,0,b*y',0.32899999999999996
48690,هتريحك,9,0,htryHk,0.6859999999999999
48691,نقد,72,26,nqd,-0.622
48692,طبرق,25,3,Tbrq,0.255
48693,ذ,1845,239,*,0.424
48694,لحام,9,2,lHAm,-0.413
48695,ماجدة,5,0,mAjdp,0.175
48696,( فمن,7,1,(fmn,-0.23
48697,كداا,11,16,kdAA,-1.965
48698,doesn ' t,47,2,doesn't,1.156
48699,بصصراحه,5,0,bSSrAHh,0.175
48700,تابوت,6,2,tAbwt,-0.769
48701,موافقة _ الزوجة _ الاولي _ شرط _ للزواج _ بمغربية,6,0,mwAfqp_Alzwjp_AlAwly_$rT_llzwAj_bmgrbyp,0.32899999999999996
48702,"الثاني ,",11,0,"AlvAny,",0.868
48703,دست,8,3,dst,-0.8059999999999999
48704,ايقن,38,5,Ayqn,0.255
48705,تناسب,14,4,tnAsb,-0.518
48706,نتوج _ جمالك,9,0,ntwj_jmAlk,0.6859999999999999
48707,ماد,19,4,mAd,-0.23
48708,قروب,38,5,qrwb,0.255
48709,وماخاب,11,0,wmAxAb,0.868
48710,دفاع,439,54,dfAE,0.46299999999999997
48711,كونان,2,22,kwnAn,-3.653
48712,مسخر,100,37,msxr,-0.639
48713,اضخم,12,2,ADxm,-0.15
48714,رهيب,46,65,rhyb,-1.956
48715,nw,23,10,nw,-0.836
48716,الخرباااان,0,7,AlxrbAAAAn,-3.696
48717,", ,",2875,390,",,",0.379
48718,زيد,54,7,zyd,0.311
48719,كنج,8,0,knj,0.581
48720,متفق,69,15,mtfq,-0.141
48721,هنيء,177,16,hny',0.732
48722,توسيع,104,4,twsyE,1.4280000000000002
48723,دمن,13,0,dmn,1.022
48724,الزوراق,12,0,AlzwrAq,0.948
48725,حابي,5,1,HAby,-0.518
48726,regime ' s,8,0,regime's,0.581
48727,سارية,9,2,sAryp,-0.413
48728,فقدان,118,22,fqdAn,0.027000000000000003
48729,يهتم _ بي,15,0,yhtm_by,1.156
48730,حسبة,12,5,Hsbp,-0.843
48731,لمنقلبون,7,0,lmnqlbwn,0.46299999999999997
48732,جيفة,7,1,jyfp,-0.23
48733,اشتقتلك,14,3,A$tqtlk,-0.295
48734,جلالة,30,2,jlAlp,0.7190000000000001
48735,بشوش,5,2,b$w$,-0.9229999999999999
48736,السيسي _ مش _ رئيسي,0,8,Alsysy_m$_r}ysy,-3.8139999999999996
48737,تتبع,29,7,ttbE,-0.295
48738,المتابعته,7,0,AlmtAbEth,0.46299999999999997
48739,من _ باب _ المحبة,55,2,mn_bAb_AlmHbp,1.31
48740,توم,26,6,twm,-0.267
48741,+ +,10,0,++,0.7809999999999999
48742,ناطق,130,14,nATq,0.551
48743,معتبر,8,2,mEtbr,-0.518
48744,خيار,79,15,xyAr,-0.006999999999999999
48745,فحشاء,9,2,fH$A',-0.413
48746,واشي,6,7,wA$y,-1.75
48747,تعدل,15,4,tEdl,-0.45299999999999996
48748,حما,0,6,HmA,-3.562
48749,[الانشقاق,9,0,[AlAn$qAq,0.6859999999999999
48750,احرصي,6,1,AHrSy,-0.364
48751,اتفق,113,13,{tfq,0.48100000000000004
48752,بشه,5,3,b$h,-1.2109999999999999
48753,view,8,0,view,0.581
48754,excited,11,1,excited,0.175
48755,ذعلي,6,0,*Ely,0.32899999999999996
48756,لشبونة,16,0,l$bwnp,1.217
48757,لحتي,9,3,lHty,-0.7
48758,مستمع,10,1,mstmE,0.08800000000000001
48759,وحشة,110,6,wH$p,1.147
48760,امي _ ابي,5,0,Amy_Aby,0.175
48761,قبة,51,8,qbp,0.13699999999999998
48762,مفوضية,7,0,mfwDyp,0.46299999999999997
48763,خميس _ مشيط,5,85,xmys_m$yT,-4.279
48764,صحة _ نفسية,6,0,SHp_nfsyp,0.32899999999999996
48765,عزيزي,102,21,Ezyzy,-0.073
48766,تدبير,253,9,tdbyr,1.618
48767,منافقة,8,1,mnAfqp,-0.11199999999999999
48768,""" اتحاد",5,0,"""AtHAd",0.175
48769,how,13,3,how,-0.364
48770,سجل _ عندك,7,2,sjl_Endk,-0.636
48771,9 توقع,8,0,9twqE,0.581
48772,متصدر _ لا _ تكلمني,9,0,mtSdr_lA_tklmny,0.6859999999999999
48773,اطلبي,5,0,ATlby,0.175
48774,ديني,283,42,dyny,0.271
48775,لمز,1,7,lmz,-3.003
48776,اصطدم,9,0,{STdm,0.6859999999999999
48777,سمكي,8,0,smky,0.581
48778,واعد,58,11,wAEd,-0.024
48779,ضابط,259,34,DAbT,0.389
48780,عريس,111,26,Erys,-0.19399999999999998
48781,بذل,139,12,b*l,0.76
48782,داس,31,26,dAs,-1.4469999999999998
48783,صورة _ اليوم,16,5,Swrp_Alywm,-0.575
48784,كريفنقز,6,0,kryfnqz,0.32899999999999996
48785,المعاتيق,5,0,AlmEAtyq,0.175
48786,حرض,59,12,HrD,-0.087
48787,حتم,87,13,Htm,0.222
48788,جائل,9,0,jA}l,0.6859999999999999
48789,رجال _ المع,4,65,rjAl_AlmE,-4.197
48790,ابي _ اقوي _ رتويت,10,0,Aby_Aqwy_rtwyt,0.7809999999999999
48791,شعوري,59,9,$Ewry,0.175
48792,"مصرية ,",12,0,"mSryp,",0.948
48793,جميلهه,7,4,jmylhh,-1.147
48794,تخصصي,19,4,txSSy,-0.23
48795,موبايلي,31,11,mwbAyly,-0.636
48796,مادري,36,11,mAdry,-0.491
48797,حرص,182,29,HrS,0.192
48798,شاهين,38,0,$Ahyn,2.0469999999999997
48799,جهان,6,0,jhAn,0.32899999999999996
48800,زقازيق,17,2,zqAzyq,0.175
48801,نمط,16,2,nmT,0.11800000000000001
48802,ارخص,44,10,ArxS,-0.20800000000000002
48803,مديح,22,3,mdyH,0.133
48804,o,187,24,o,0.401
48805,جل,414,56,jl,0.369
48806,وسع,235,25,wsE,0.589
48807,jazirah,0,5,jazirah,-3.408
48808,ثبط,7,3,vbT,-0.9229999999999999
48809,كرانة,5,0,krAnp,0.175
48810,iphone,17,3,iphone,-0.11199999999999999
48811,التام,5,2,{ltAm,-0.9229999999999999
48812,حيد,9,9,Hyd,-1.617
48813,"بنا ,",6,0,"bnA,",0.32899999999999996
48814,النقا,6,1,AlnqA,-0.364
48815,جوهر,114,20,jwhr,0.084
48816,كتبلك,5,0,ktblk,0.175
48817,ياما,60,13,yAmA,-0.145
48818,احالة,41,4,AHAlp,0.512
48819,غشاوة,5,0,g$Awp,0.175
48820,women,6,1,women,-0.364
48821,افراج,92,11,AfrAj,0.431
48822,اضمامة _ شعور,8,4,ADmAmp_$Ewr,-1.0290000000000001
48823,اللهم _ صل _ علي _ محمد,15,0,Allhm_Sl_Ely_mHmd,1.156
48824,( وجعلوا,12,0,(wjElwA,0.948
48825,توحشني,5,0,twH$ny,0.175
48826,توكل,562,5,twkl,2.925
48827,"عاما ,",6,1,"EAmA,",-0.364
48828,حديث _ صحيح,5,0,Hdyv_SHyH,0.175
48829,شتاء,36,0,$tA',1.994
48830,مالاقتش,6,0,mAlAqt$,0.32899999999999996
48831,عريض,21,6,EryD,-0.47100000000000003
48832,انتقم,136,34,{ntqm,-0.252
48833,كونسيلر,7,0,kwnsylr,0.46299999999999997
48834,ملوي,1,5,mlwy,-2.715
48835,نقم,9,1,nqm,-0.006999999999999999
48836,متسابق,13,0,mtsAbq,1.022
48837,لمة,46,6,lmp,0.28800000000000003
48838,وابداذ,18,0,wAbdA*,1.328
48839,( mekameleentv,0,141,(mekameleentv,-6.572
48840,ابن _ تيمية,33,3,Abn_tymyp,0.524
48841,خراميشو,9,0,xrAmy$w,0.6859999999999999
48842,shiraz,31,0,shiraz,1.849
48843,ميداني,39,19,mydAny,-0.9229999999999999
48844,ارباك,18,1,ArbAk,0.635
48845,متعيطش,9,28,mtEyT$,-2.681
48846,مصرالحمد,0,5,mSrAlHmd,-3.408
48847,لويس,11,2,lwys,-0.23
48848,رقيب,35,2,rqyb,0.868
48849,ابدع,46,7,AbdE,0.154
48850,supportgaza,10,2,supportgaza,-0.317
48851,حلاوة,195,23,HlAwp,0.484
48852,جازي,47,3,jAzy,0.868
48853,صفعة,8,6,SfEp,-1.365
48854,فرددوا ;,6,0,frddwA;,0.32899999999999996
48855,عمي,74,42,Emy,-1.06
48856,لاص,22,1,lAS,0.826
48857,زعزعة,11,1,zEzEp,0.175
48858,عدم,532,100,Edm,0.047
48859,صلاة _ العيد,2,5,SlAp_AlEyd,-2.31
48860,جولي,6,1,jwly,-0.364
48861,السلمانية,5,0,AlslmAnyp,0.175
48862,طريقة,592,73,Tryqp,0.465
48863,محتفظ,7,1,mHtfZ,-0.23
48864,الغرقد,6,0,Algrqd,0.32899999999999996
48865,تذليل,5,0,t*lyl,0.175
48866,يونس _ شلبي,7,0,ywns_$lby,0.46299999999999997
48867,رضا,2517,61,rDA,2.088
48868,"وجهك ,",5,0,"wjhk,",0.175
48869,فسيكفيكهم,7,0,fsykfykhm,0.46299999999999997
48870,فاروق,65,5,fArwq,0.7809999999999999
48871,قباني,7,3,qbAny,-0.9229999999999999
48872,اجعلوها,5,0,AjElwhA,0.175
48873,: : : :,11,0,::::,0.868
48874,كندري,10,0,kndry,0.7809999999999999
48875,يحترينا,7,0,yHtrynA,0.46299999999999997
48876,احمد _ مكي,7,0,AHmd_mky,0.46299999999999997
48877,فكرة,333,89,fkrp,-0.305
48878,يونغ,4,7,ywng,-2.0869999999999997
48879,احلي _ شي _ في _ رمضان,7,0,AHly_$y_fy_rmDAn,0.46299999999999997
48880,not,22,13,not,-1.12
48881,حلوو,11,0,Hlww,0.868
48882,اقرا,55,3,AqrA,1.022
48883,جزائر,423,58,jzA}r,0.35600000000000004
48884,"القاهرة ,",18,0,"AlqAhrp,",1.328
48885,"حكمة ,",5,0,"Hkmp,",0.175
48886,war,16,1,war,0.524
48887,مقفل,17,2,mqfl,0.175
48888,نزار _ قباني,25,1,nzAr_qbAny,0.948
48889,در,187,83,dr,-0.8109999999999999
48890,قروب _ الفيصل,6,0,qrwb_AlfySl,0.32899999999999996
48891,للتويتر,10,0,lltwytr,0.7809999999999999
48892,جرب,318,352,jrb,-1.7180000000000002
48893,تقول,262,70,tqwl,-0.307
48894,( الايمان,5,2,(AlAymAn,-0.9229999999999999
48895,هسيبك,13,0,hsybk,1.022
48896,شمام,6,0,$mAm,0.32899999999999996
48897,تستحمل,6,0,tstHml,0.32899999999999996
48898,يوم _ الجمعه,19,1,ywm_AljmEh,0.6859999999999999
48899,كوك,10,0,kwk,0.7809999999999999
48900,hassan,6,1,hassan,-0.364
48901,اص,5,1,AS,-0.518
48902,فز,18,1,fz,0.635
48903,تحفة,25,9,tHfp,-0.6609999999999999
48904,تكلم,569,172,tklm,-0.424
48905,ناضل,11,1,nADl,0.175
48906,اناا,56,15,AnAA,-0.34600000000000003
48907,تخلية,5,0,txlyp,0.175
48908,يامفرج,10,0,yAmfrj,0.7809999999999999
48909,يحميها,9,0,yHmyhA,0.6859999999999999
48910,كواشف _ غزة,6,0,kwA$f_gzp,0.32899999999999996
48911,طامح,8,1,TAmH,-0.11199999999999999
48912,الاسلا,12,0,AlAslA,0.948
48913,ندي,138,10,ndy,0.92
48914,رحل,570,149,rHl,-0.28
48915,نسب,49,13,nsb,-0.344
48916,اسناااجل,5,0,AsnAAAjl,0.175
48917,لبي,154,27,lby,0.095
48918,ماعلمت,8,0,mAElmt,0.581
48919,صافح,28,11,SAfH,-0.7340000000000001
48920,كير,1123,22,kyr,2.273
48921,التفويج,5,0,Altfwyj,0.175
48922,محرق,12,3,mHrq,-0.43799999999999994
48923,متعصب,31,45,mtESb,-1.979
48924,سوري,395,83,swry,-0.066
48925,عاادي,9,2,EAAdy,-0.413
48926,وفاء,1081,28,wfA',2.003
48927,صندل,7,0,Sndl,0.46299999999999997
48928,"الطيبة ,",12,2,"AlTybp,",-0.15
48929,ريتويت _ للمزيد,9,4,rytwyt_llmzyd,-0.9229999999999999
48930,الشعب _ يرد _ تحية _ الرئيس,0,5,Al$Eb_yrd_tHyp_Alr}ys,-3.408
48931,اليه ),9,0,Alyh),0.6859999999999999
48932,انجيل,36,0,Anjyl,1.994
48933,""" القسام """,6,0,"""AlqsAm""",0.32899999999999996
48934,ايف,10,5,Ayf,-1.01
48935,فايز _ المالكي,12,1,fAyz_AlmAlky,0.255
48936,هاني,35,3,hAny,0.581
48937,عص,12,4,ES,-0.6609999999999999
48938,التفحيط,0,14,AltfHyT,-4.325
48939,حوالي,109,37,HwAly,-0.5539999999999999
48940,المولين,6,0,Almwlyn,0.32899999999999996
48941,نحت,12,1,nHt,0.255
48942,بيقطع,24,6,byqTE,-0.344
48943,ضب,11,5,Db,-0.9229999999999999
48944,عقلاني,306,35,EqlAny,0.527
48945,ذنوبكك,4,27,*nwbkk,-3.339
48946,انتظار,337,49,{ntZAr,0.294
48947,yes,5,4,yes,-1.4340000000000002
48948,حمام,98,30,HmAm,-0.455
48949,"الكثير ,",8,0,"Alkvyr,",0.581
48950,قوقل,9,5,qwql,-1.1059999999999999
48951,هدر,14,1,hdr,0.39799999999999996
48952,ديولوفو,5,0,dywlwfw,0.175
48953,اعفاء,26,2,AEfA',0.581
48954,انزال,21,2,AnzAl,0.376
48955,فض,85,54,fD,-1.17
48956,فيليبيني,25,2,fylybyny,0.5429999999999999
48957,وعد,505,82,wEd,0.191
48958,حسام,68,13,HsAm,-0.022000000000000002
48959,تسول,13,14,tswl,-1.686
48960,اطال,162,8,ATAl,1.28
48961,وزارة _ العدل,8,2,wzArp_AlEdl,-0.518
48962,صهيون,82,19,Shywn,-0.193
48963,جليس,38,0,jlys,2.0469999999999997
48964,تبا _ للحب,6,0,tbA_llHb,0.32899999999999996
48965,hnn,14,0,hnn,1.091
48966,هيحلف,0,5,hyHlf,-3.408
48967,كبر,233,52,kbr,-0.132
48968,اقصي _ المحاني,77,1,AqSy_AlmHAny,2.0469999999999997
48969,al,87,36,al,-0.75
48970,فقر,239,63,fqr,-0.295
48971,سيرة,120,11,syrp,0.6940000000000001
48972,انقض,29,5,{nqD,-0.006999999999999999
48973,المتنافسون ),6,0,AlmtnAfswn),0.32899999999999996
48974,له ? هل,8,0,lh?hl,0.581
48975,مسخ,15,4,msx,-0.45299999999999996
48976,تروح,13,0,trwH,1.022
48977,يفحط,0,9,yfHT,-3.9189999999999996
48978,وقف,1657,169,wqf,0.6609999999999999
48979,ربماسكبت,8,0,rbmAskbt,0.581
48980,انتهك,8,9,{nthk,-1.722
48981,يوشفية,6,0,yw$fyp,0.32899999999999996
48982,موحش,6,2,mwH$,-0.769
48983,كاري,5,12,kAry,-2.39
48984,وشي,503,165,w$y,-0.506
48985,ضاعف,53,4,DAEf,0.763
48986,اصطحب,5,1,{STHb,-0.518
48987,هتاخد,11,2,htAxd,-0.23
48988,توجيهي,30,2,twjyhy,0.7190000000000001
48989,عتريس,0,7,Etrys,-3.696
48990,طار,123,31,TAr,-0.262
48991,com,16,2,com,0.11800000000000001
48992,ماهم,11,7,mAhm,-1.2109999999999999
48993,علوي,39,0,Elwy,2.072
